GROUPE (HP2);NOM GROUPE;BATIMENTS (HP3);Adresse;Code postal;Ville;Date de construction;Date de mise en service;Nb d'escaliers (HP4);Nb de lots;Nb de logements;Nb d'ateliers;Nb de parkings;Nb de commerces;Surface utile SUT;Surface habitable SHAB;Surface réelle SRE;Surface réelle commerces;Surface chauffée SCH
120AP;AMANDIERS-PARTANTS-MURIE;PKC1;38 rue des Amandiers;75020;PARIS;01/11/1981;01/12/2021;0;260;0;0;259;1;0;0;0;3 197;0
120AP;AMANDIERS-PARTANTS-MURIE;01;38 rue des Amandiers;75020;PARIS;01/11/1981;01/01/1940;15;224;219;0;0;0;0;13 595;13 595;14 229;13 595
120AP;AMANDIERS-PARTANTS-MURIE;02;29 rue  Fernand Léger;75020;PARIS;01/11/1981;01/01/1940;1;15;15;0;0;0;0;1 010;1 010;1 032;1 010
120B1;ST BLAISE 10/18;01;14 rue  Saint Blaise;75020;PARIS;01/11/1988;01/11/1988;3;12;10;0;0;2;0;627;627;820;0
120B2;BELLEVILLE 280-HAXO 110;02;110 rue  Haxo;75020;PARIS;01/10/1975;01/10/1975;1;15;15;0;0;0;0;1 140;1 140;1 140;1 050
120B2;BELLEVILLE 280-HAXO 110;PKC1;106 rue  Haxo;75020;PARIS;01/10/1975;01/01/2007;0;49;0;0;49;0;0;0;0;470;0
120B2;BELLEVILLE 280-HAXO 110;PKC2;108 rue  Haxo;75020;PARIS;01/10/1975;01/10/1975;0;22;0;0;22;0;0;0;0;236;0
120B2;BELLEVILLE 280-HAXO 110;01;284 rue de Belleville;75020;PARIS;01/10/1975;01/10/1975;4;55;53;0;0;0;0;3 784;3 784;3 843;3 821
120B2;BELLEVILLE 280-HAXO 110;ADMI;280/290 rue de Belleville;75020;PARIS;01/10/1975;01/10/1975;0;0;0;0;0;0;0;0;0;0;0
120B3;BOYER 13/17;ADMI;13/17 rue  Boyer;75020;PARIS;01/04/1987;01/02/1991;0;0;0;0;0;0;0;0;0;0;0
120B3;BOYER 13/17;01;13/15 rue  Boyer;75020;PARIS;01/04/1987;01/02/1991;2;63;62;0;0;0;0;4 492;4 492;4 568;631
120B4;BELLEVILLE 114;01;114 boulevard de Belleville;75020;PARIS;01/01/1900;30/10/2001;2;9;8;0;0;1;465;444;444;704;0
120B5;BELLEVI126;01;126 boulevard de Belleville;75016;PARIS;01/01/1900;01/01/1970;1;0;0;0;0;0;0;0;0;0;0
120B6;BELLEVILLE 16;01;16 rue de Belleville;75020;PARIS;;01/05/2001;3;10;8;0;0;2;0;483;483;678;0
120B6;BELLEVILLE 16;02;16 rue de Belleville;75020;PARIS;;01/05/2001;1;10;10;0;0;0;0;455;455;455;0
120B7;BELLEVILLE 74;01;74 rue de Belleville;75020;PARIS;;01/01/1940;2;6;5;0;0;1;0;337;337;430;0
120B8;BELLEVILLE 18;01;18 rue de Belleville;75020;PARIS;;30/10/2001;2;9;8;0;0;1;349;349;349;372;0
120B8;BELLEVILLE 18;02;18 rue de Belleville;75020;PARIS;;30/10/2001;1;14;14;0;0;0;873;839;839;906;0
120B8;BELLEVILLE 18;PAVI;18 rue de Belleville;75020;PARIS;05/01/2015;30/10/2001;1;1;1;0;0;0;25;25;25;25;0
120BB;BAGNOLET-BALKANS;ADMI;138/142 rue de Bagnolet;75020;PARIS;01/10/1986;15/03/1987;0;0;0;0;0;0;0;0;0;0;0
120BB;BAGNOLET-BALKANS;02;142 rue de Bagnolet;75020;PARIS;01/10/1986;15/03/1987;1;19;18;0;0;0;0;1 167;1 090;1 274;0
120BB;BAGNOLET-BALKANS;01;23 rue des Balkans;75020;PARIS;01/10/1986;15/03/1987;7;25;20;0;0;4;0;1 336;1 336;2 285;0
120BB;BAGNOLET-BALKANS;PKC1;23 rue des Balkans;75020;PARIS;01/10/1986;15/03/1987;0;30;0;0;30;0;0;0;0;402;0
120BG;ST BLAISE-GALLERON;ADMI;22/26 rue  Saint Blaise;75020;PARIS;01/09/1985;01/12/1985;0;0;0;0;0;0;0;0;0;0;0
120BG;ST BLAISE-GALLERON;01;22 rue  Saint Blaise;75020;PARIS;01/09/1985;01/12/1985;5;14;12;0;0;1;0;821;821;1 026;0
120BG;ST BLAISE-GALLERON;02;26 rue  Saint Blaise;75020;PARIS;01/09/1985;01/12/1985;6;20;17;0;0;1;0;1 269;1 213;1 378;0
120BH;BELLEVILLE-HAXO;PKC1;111 rue  Haxo;75020;PARIS;15/07/1996;01/01/2022;0;42;0;0;42;0;0;0;0;507;0
120BH;BELLEVILLE-HAXO;01;276 rue de Belleville;75020;PARIS;15/07/1996;07/09/2023;3;38;35;0;0;2;0;2 274;2 274;2 761;0
120BI;BISSON 10BIS-HOTEL ACT;PKA1;10BIS rue  Bisson;75020;PARIS;01/04/1985;01/01/1987;0;18;0;0;18;0;0;0;0;46;0
120BI;BISSON 10BIS-HOTEL ACT;01;10BIS rue  Bisson;75020;PARIS;01/04/1985;01/01/1987;4;16;0;0;0;0;0;0;0;2 661;0
120BL;BAGNOLET 108;01;108 rue de Bagnolet;75020;PARIS;;01/06/2012;3;11;9;0;0;2;315;315;315;363;0
120BM;MENILMONTANT 58/58BIS;01;58/58BIS boulevard de Ménilmontant;75020;PARIS;;15/11/2008;3;12;10;0;0;2;403;381;381;597;0
120BN;BRETONNEAU8;01;8 rue  Bretonneau;75020;PARIS;01/01/1930;25/11/2021;2;14;14;0;0;0;914;874;874;955;874
120BN;BRETONNEAU8;02;8 rue  Bretonneau;75020;PARIS;01/01/1930;25/11/2021;1;1;0;0;0;1;0;0;0;928;0
120BO;BOTHA 10/12;PKA1;10/12 rue  Botha;75020;PARIS;01/06/1959;01/01/1940;2;32;0;0;32;0;0;0;0;0;0
120BO;BOTHA 10/12;A;12 rue  Botha;75020;PARIS;01/06/1959;01/10/2022;4;82;79;0;0;1;0;3 974;3 974;4 238;4 151
120BO;BOTHA 10/12;ADMI;10/12 rue  Botha;75020;PARIS;01/06/1959;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
120BO;BOTHA 10/12;B;10 rue  Botha;75020;PARIS;01/06/1959;01/01/1940;1;43;43;0;0;0;0;1 987;1 987;1 992;1 987
120BP;BELLEVILLE-PELLEPORT;A;171 rue  Pelleport;75020;PARIS;01/11/1955;01/01/1940;2;39;38;0;0;0;0;1 833;1 833;1 848;5
120BP;BELLEVILLE-PELLEPORT;B;175 rue  Pelleport;75020;PARIS;01/11/1955;01/01/1940;2;20;20;0;0;0;0;1 138;1 138;1 138;0
120BP;BELLEVILLE-PELLEPORT;C;169 rue  Pelleport;75020;PARIS;01/11/1955;01/01/1940;2;20;19;0;0;1;0;893;893;938;0
120BR;ST BLAISE 15/19;A;15 rue  Saint Blaise;75020;PARIS;;01/01/1940;6;18;15;0;0;3;0;841;841;1 100;68
120BS;BAGNOLET-ST-BLAISE;01;2/4 rue  Saint Blaise;75020;PARIS;01/12/1984;15/02/1985;6;17;14;0;0;3;0;719;719;955;0
120BT;BISSON-TOURTILLE-ALLAIS;PKC1;16 rue  Bisson;75020;PARIS;15/02/1987;01/04/2007;0;85;0;0;85;0;0;0;0;1 022;0
120BT;BISSON-TOURTILLE-ALLAIS;02;3 rue de Tourtille;75020;PARIS;15/02/1987;15/02/1987;12;116;108;0;0;7;0;7 100;7 100;7 843;7 282
120BT;BISSON-TOURTILLE-ALLAIS;01;1/3 place  Alphonse Allais;75020;PARIS;15/02/1987;15/02/1987;5;51;49;0;0;1;0;2 571;2 571;2 816;2 646
120BT;BISSON-TOURTILLE-ALLAIS;ADMI;14/26 rue  Bisson;75020;PARIS;15/02/1987;15/02/1987;0;0;0;0;0;0;0;0;0;0;0
120BU;BUZENVAL 71/73;B;73 rue de Buzenval;75020;PARIS;01/01/1930;01/01/1930;1;0;0;0;0;0;0;0;0;0;0
120BU;BUZENVAL 71/73;A;71 rue de Buzenval;75020;PARIS;01/01/1930;01/01/1930;2;1;0;0;0;1;0;0;0;54;0
120BU;BUZENVAL 71/73;C;73 rue de Buzenval;75020;PARIS;01/01/1930;01/01/1930;1;0;0;0;0;0;0;0;0;0;0
120BU;BUZENVAL 71/73;01;73 rue de Buzenval;75020;PARIS;01/01/1930;01/01/1930;1;7;6;0;0;1;206;181;181;193;36
120BU;BUZENVAL 71/73;COM2;73 rue de Buzenval;75020;PARIS;01/01/1930;01/01/1930;1;1;0;0;0;1;0;0;0;14;0
120BU;BUZENVAL 71/73;COM3;73 rue de Buzenval;75020;PARIS;01/01/1930;01/01/1930;1;1;0;0;0;1;0;0;0;25;0
120BU;BUZENVAL 71/73;02;73 rue de Buzenval;75020;PARIS;01/01/1930;01/01/1930;1;4;4;0;0;0;78;76;76;80;0
120BV;ST BLAISE 34/40-VITRUVE;01;49 rue  Vitruve;75020;PARIS;;20/03/1979;10;29;26;0;0;3;0;1 348;1 348;1 573;0
120C1;CASCADES 16/18;ADMI;16/18 rue des Cascades;75020;PARIS;15/04/1997;01/05/1997;0;0;0;0;0;0;0;0;0;0;0
120C1;CASCADES 16/18;PKC1;18 rue des Cascades;75020;PARIS;15/04/1997;01/05/1997;0;34;0;0;34;0;0;0;0;420;0
120C1;CASCADES 16/18;01;16/18 rue des Cascades;75020;PARIS;15/04/1997;01/05/1997;2;20;18;0;0;1;1 417;1 371;1 371;1 660;0
120C3;CASCADES 3;01;3 rue des Cascades;75020;PARIS;15/11/1996;01/11/1996;2;8;7;0;0;1;553;546;546;580;0
120C4;CASCADES 43/45;01;43/45 rue des Cascades;75020;PARIS;01/03/1986;01/07/1986;3;16;15;0;0;1;0;1 016;1 016;1 112;0
120C5;CASCADES 5;01;5 rue des Cascades;75020;PARIS;01/12/1990;28/08/2023;1;29;15;0;0;0;0;1 013;1 013;1 197;0
120C6;CASCADES 6/8-ERMITAGE 9;PKC1;8 rue des Cascades;75020;PARIS;30/01/1998;30/10/2001;0;17;0;0;17;0;0;0;0;228;0
120C6;CASCADES 6/8-ERMITAGE 9;02;9 rue de l' Ermitage;75020;PARIS;30/01/1998;01/02/1998;1;15;15;0;0;0;970;884;884;1 093;0
120C6;CASCADES 6/8-ERMITAGE 9;03;10 rue des Cascades;75020;PARIS;30/01/1998;01/02/1998;1;12;12;0;0;0;755;693;693;826;0
120C6;CASCADES 6/8-ERMITAGE 9;01;6 rue des Cascades;75020;PARIS;30/01/1998;01/02/1998;1;6;6;0;0;0;439;426;426;458;0
120C7;CASCADES 7/23;A;11 rue des Cascades;75020;PARIS;01/10/1985;01/09/2015;5;32;28;0;0;3;0;2 021;2 021;2 632;0
120C7;CASCADES 7/23;COM1;9 rue des Cascades;75020;PARIS;01/10/1985;01/05/1986;0;1;0;0;0;1;0;0;0;146;0
120C7;CASCADES 7/23;B;23 rue des Cascades;75020;PARIS;01/10/1985;01/05/1986;1;18;18;0;0;0;0;1 019;1 019;1 052;0
120C7;CASCADES 7/23;C;7 rue des Cascades;75020;PARIS;01/10/1985;01/05/1986;1;4;4;0;0;0;0;277;277;277;0
120C7;CASCADES 7/23;D;17 rue des Cascades;75020;PARIS;01/10/1985;01/05/1986;1;2;1;0;0;0;0;113;65;113;0
120C8;CASCADES 81;01;81 rue des Cascades;75020;PARIS;01/05/1987;01/11/1987;2;0;0;0;0;0;0;0;0;0;0
120C9;COURONNES 9;01;9 rue des Couronnes;75020;PARIS;;15/11/1992;3;8;6;0;0;2;0;350;350;440;0
120CA;CASCADES 46;01;46 rue des Cascades;75020;PARIS;01/12/1998;01/12/1998;2;10;9;0;0;1;0;621;621;744;0
120CB;COURONNES 19/27-BISSON;01;4 rue  Francis Picabia;75020;PARIS;01/10/1988;01/01/1940;7;93;90;0;0;2;0;5 990;5 990;6 783;0
120CB;COURONNES 19/27-BISSON;PKC1;4 rue  Francis Picabia;75020;PARIS;01/10/1988;01/01/2022;0;89;0;0;89;0;0;0;0;1 107;0
120CB;COURONNES 19/27-BISSON;ADMI;19/27 rue des Couronnes;75020;PARIS;01/10/1988;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
120CD;CASCADES52 FOYER;01;52 rue des Cascades;75020;PARIS;30/09/2014;05/01/2015;1;28;0;0;0;0;452;452;0;669;452
120CE;COURONNES-EUPATORIA;04;23 rue d' Eupatoria;75020;PARIS;01/02/1970;01/01/1940;2;80;78;0;0;0;0;3 949;3 874;3 949;3 955
120CE;COURONNES-EUPATORIA;CHF1;11 rue de l' Élysée Ménilmontant;75020;PARIS;01/02/1970;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
120CE;COURONNES-EUPATORIA;01;88 rue des Couronnes;75020;PARIS;01/02/1970;01/01/1940;6;24;21;0;0;3;0;1 273;1 273;1 657;1 458
120CE;COURONNES-EUPATORIA;ADMI;78/84 rue des Couronnes;75020;PARIS;01/02/1970;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
120CE;COURONNES-EUPATORIA;PKC1;14 rue  Julien Lacroix;75020;PARIS;01/02/1970;01/01/1940;5;133;0;0;133;0;0;0;0;1 454;0
120CE;COURONNES-EUPATORIA;02;84 rue des Couronnes;75020;PARIS;01/02/1970;01/01/1940;6;167;161;0;0;4;0;9 517;9 517;9 999;9 523
120CE;COURONNES-EUPATORIA;03;25BIS rue d' Eupatoria;75020;PARIS;01/02/1970;01/01/1940;3;32;30;0;0;1;0;2 176;2 176;2 351;2 338
120CE;COURONNES-EUPATORIA;05;12 rue  Julien Lacroix;75020;PARIS;05/01/2015;01/01/1940;5;37;33;0;0;4;0;2 073;2 073;2 618;2 323
120CH;COURAT 11/15;01;11/15 rue  Courat;75020;PARIS;01/06/1985;01/01/2006;0;1;0;0;0;0;0;0;0;2 737;0
120CI;CLOS 20/24-ORTEAUX 79/99;COM1;14 rue du Clos;75020;PARIS;01/01/1940;01/01/1940;3;3;0;0;0;3;0;0;0;260;0
120CI;CLOS 20/24-ORTEAUX 79/99;COM2;70 rue  Saint Blaise;75020;PARIS;01/01/1940;01/01/1940;2;2;0;0;0;2;0;0;0;245;0
120CI;CLOS 20/24-ORTEAUX 79/99;02;79 rue des Orteaux;75020;PARIS;01/01/1940;01/01/1940;7;26;26;0;0;0;0;2 459;2 459;2 589;0
120CI;CLOS 20/24-ORTEAUX 79/99;01;20/22 rue du Clos;75020;PARIS;05/01/2015;01/01/2008;1;4;3;0;0;0;0;238;238;304;85
120CI;CLOS 20/24-ORTEAUX 79/99;03;91BIS rue des Orteaux;75020;PARIS;05/01/2015;01/01/1940;1;4;4;0;0;0;0;416;416;446;0
120CJ;COURONNES 43-J.LACROIX;01;43 rue des Couronnes;75020;PARIS;01/12/1985;15/03/1984;2;18;17;0;0;1;0;934;934;1 180;0
120CL;CLOS 2/22-ORTEAUX 93/99;B;16 rue du Clos;75020;PARIS;01/11/1978;14/11/2022;7;240;228;2;0;1;0;14 486;14 415;15 686;15 012
120CL;CLOS 2/22-ORTEAUX 93/99;D;91 rue des Orteaux;75020;PARIS;01/11/1978;01/01/1940;5;167;162;0;0;3;0;10 242;10 242;11 251;138
120CL;CLOS 2/22-ORTEAUX 93/99;ADMI;2/22 rue du Clos;75020;PARIS;01/11/1978;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
120CL;CLOS 2/22-ORTEAUX 93/99;PKC1;14 rue du Clos;75020;PARIS;01/11/1978;01/05/1979;0;747;0;0;747;0;0;0;0;14 075;0
120CL;CLOS 2/22-ORTEAUX 93/99;A;20 rue du Clos;75020;PARIS;01/11/1978;01/01/1940;3;120;117;0;0;1;0;6 359;6 359;6 961;117
120CL;CLOS 2/22-ORTEAUX 93/99;C;4 rue du Clos;75020;PARIS;01/11/1978;01/01/1940;2;88;85;0;0;0;0;3 029;3 029;4 080;3 732
120CM;HENRI CHEVREAU 13/17;01;13/17 rue  Henri Chevreau;75020;PARIS;30/08/1998;01/06/1998;3;29;27;0;0;2;1 892;1 815;1 815;2 071;0
120CM;HENRI CHEVREAU 13/17;PKC1;13 rue  Henri Chevreau;75020;PARIS;30/08/1998;01/01/2006;0;39;0;0;39;0;0;0;0;456;0
120CM;HENRI CHEVREAU 13/17;04;7 impasse de la Mare;75020;PARIS;05/01/2015;01/09/1998;1;1;1;0;0;0;115;94;94;137;0
120CM;HENRI CHEVREAU 13/17;02;3 impasse de la Mare;75020;PARIS;05/01/2015;01/06/1998;1;1;1;0;0;0;110;93;93;128;0
120CM;HENRI CHEVREAU 13/17;03;5 impasse de la Mare;75020;PARIS;05/01/2015;01/06/1998;1;1;1;0;0;0;102;83;83;121;0
120CN;COURONNES 124;01;124 rue des Couronnes;75020;PARIS;05/01/2015;01/01/1939;1;1;1;0;0;0;0;56;56;56;0
120CN;COURONNES 124;02;124 rue des Couronnes;75020;PARIS;01/01/1939;01/01/1939;0;0;0;0;0;0;0;0;0;0;0
120CO;COURAT 12/20;HIND;12/16 rue  Courat;75020;PARIS;05/01/2015;01/01/1940;2;6;0;0;0;0;0;0;0;1 744;437
120CO;COURAT 12/20;ADMI;12/14 rue  Courat;75020;PARIS;05/01/2015;01/07/2017;0;23;0;0;0;0;0;0;0;812;0
120CT;COURAT-PAUL JEAN TOULET;PKC1;5 rue  Paul-Jean Toulet;75020;PARIS;01/01/1940;01/01/1940;0;60;0;0;60;0;0;0;0;751;0
120CT;COURAT-PAUL JEAN TOULET;01;4 square de la Salamandre;75020;PARIS;01/01/1940;01/01/1940;1;17;17;0;0;0;0;1 222;1 222;1 336;0
120CX;COURONNES 66-J LACROIX;06;66/68 rue des Couronnes;75020;PARIS;01/01/1973;01/01/1940;8;143;136;0;0;4;0;10 219;10 132;11 364;10 597
120CX;COURONNES 66-J LACROIX;CHF2;66 rue des Couronnes;75020;PARIS;01/01/1973;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
120CX;COURONNES 66-J LACROIX;ADMI;66/68 rue des Couronnes;75020;PARIS;01/01/1973;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
120D5;DENOYEZ 5;01;5 rue  Dénoyez;75020;PARIS;;01/10/2001;2;6;5;0;0;1;289;268;268;555;0
120D8;DENOYEZ 18;A;18 rue  Dénoyez;75020;PARIS;01/06/2003;18/05/2003;1;3;3;0;0;0;175;175;175;175;0
120D8;DENOYEZ 18;B;18 rue  Dénoyez;75020;PARIS;01/06/2003;18/05/2003;2;23;23;0;0;0;1 921;1 762;1 762;2 089;33
120DA;DAVOUT 112/132;PKC1;1/3 rue  Harpignies;75020;PARIS;01/04/1935;01/01/1935;0;1;0;0;1;0;0;0;0;16;0
120DA;DAVOUT 112/132;02;126 boulevard  Davout;75020;PARIS;01/04/1935;01/01/1935;3;57;45;1;0;0;0;2 632;2 632;2 717;2 645
120DA;DAVOUT 112/132;05;122 boulevard  Davout;75020;PARIS;01/04/1935;01/01/1935;7;57;54;2;0;1;0;3 323;3 323;3 430;3 372
120DA;DAVOUT 112/132;01;126BIS boulevard  Davout;75020;PARIS;01/04/1935;01/01/1935;8;79;75;0;0;3;0;4 084;4 084;4 464;4 186
120DA;DAVOUT 112/132;PKC2;2/4 rue  Serpollet;75020;PARIS;01/04/1935;01/01/1935;0;3;0;0;3;0;0;0;0;43;0
120DA;DAVOUT 112/132;ADMI;112/132 boulevard  Davout;75020;PARIS;01/04/1935;01/01/1935;0;0;0;0;0;0;0;0;0;0;0
120DA;DAVOUT 112/132;04;112 boulevard  Davout;75020;PARIS;01/04/1935;01/01/1935;10;78;72;0;0;5;0;3 957;3 957;4 507;4 165
120DA;DAVOUT 112/132;03;116 BIS/118/118 BIS boulevard  Davout;75020;PARIS;01/04/1935;01/01/1935;3;51;45;1;0;0;0;2 632;2 632;2 685;2 645
120DB;DEBROUSSE;01;79 rue  Vitruve;75020;PARIS;01/01/1985;01/01/1985;1;15;15;0;0;0;0;719;719;742;0
120DB;DEBROUSSE;04;177 boulevard  Davout;75020;PARIS;01/01/1985;01/01/1985;1;13;13;0;0;0;0;963;963;969;0
120DB;DEBROUSSE;PKC1;75 rue  Vitruve;75020;PARIS;01/01/1985;01/01/1985;0;209;0;0;209;0;0;0;0;2 695;0
120DB;DEBROUSSE;ADMI;183 boulevard  Davout;75020;PARIS;01/01/1985;01/01/1985;0;0;0;0;0;0;0;0;0;0;0
120DB;DEBROUSSE;03;179 boulevard  Davout;75020;PARIS;01/01/1985;01/01/1985;1;16;16;0;0;0;0;1 171;1 171;1 183;0
120DB;DEBROUSSE;05;181 boulevard  Davout;75020;PARIS;01/01/1985;01/01/1985;1;15;15;0;0;0;0;1 014;1 014;1 026;0
120DB;DEBROUSSE;08;11 allée  Alquier-Debrousse;75020;PARIS;01/01/1985;01/01/1985;1;16;16;0;0;0;0;1 186;1 186;1 198;0
120DB;DEBROUSSE;02;83 rue  Vitruve;75020;PARIS;01/01/1985;01/01/1985;1;16;16;0;0;0;0;1 181;1 181;1 193;0
120DB;DEBROUSSE;12;8 allée  Alquier-Debrousse;75020;PARIS;01/01/1985;01/01/1985;1;12;12;0;0;0;0;440;440;905;0
120DB;DEBROUSSE;07;189 boulevard  Davout;75020;PARIS;01/01/1985;01/01/1985;1;13;13;0;0;0;0;963;963;969;0
120DB;DEBROUSSE;14;4 allée  Alquier-Debrousse;75020;PARIS;01/01/1985;01/01/1985;1;9;9;0;0;0;0;266;266;655;0
120DB;DEBROUSSE;06;11 allée  Alquier-Debrousse;75020;PARIS;01/01/1985;01/01/1985;1;19;19;0;0;0;0;1 274;1 274;1 283;0
120DB;DEBROUSSE;09;7 allée  Alquier-Debrousse;75020;PARIS;01/01/1985;01/01/1985;1;14;14;0;0;0;0;1 038;1 038;1 041;0
120DB;DEBROUSSE;11;11 allée  Alquier-Debrousse;75020;PARIS;01/01/1985;01/01/1985;1;16;15;0;0;0;0;638;638;1 350;0
120DB;DEBROUSSE;10;2 allée  Alquier-Debrousse;75020;PARIS;01/01/1985;01/01/1985;1;13;13;0;0;0;0;923;923;934;0
120DB;DEBROUSSE;13;6 allée  Alquier-Debrousse;75020;PARIS;01/01/1985;28/08/2023;1;29;24;0;0;4;0;877;877;1 905;4
120DC;DAVOUT-CHARONNE;01;15 rue  Patrice de la Tour du Pi;75020;PARIS;01/10/1984;15/11/1984;3;67;66;0;0;0;0;4 849;4 849;5 051;5 070
120DC;DAVOUT-CHARONNE;02;37 boulevard  Davout;75020;PARIS;01/10/1984;15/11/1984;5;60;55;0;0;3;0;4 067;4 067;4 362;4 028
120DC;DAVOUT-CHARONNE;ADMI;35/39 boulevard  Davout;75020;PARIS;01/10/1984;15/11/1984;0;0;0;0;0;0;0;0;0;0;0
120DC;DAVOUT-CHARONNE;PKC1;41BIS boulevard  Davout;75020;PARIS;01/10/1984;01/10/2006;0;53;0;0;53;0;0;0;0;716;0
120DE;DEVERIA 12-TELEGRAPHE;A;8 rue  Deveria;75020;PARIS;01/08/1962;01/01/1940;3;54;54;0;0;0;0;3 143;3 143;3 143;3 143
120DE;DEVERIA 12-TELEGRAPHE;B;2 rue  Deveria;75020;PARIS;01/08/1962;01/01/1940;4;32;30;0;0;1;0;2 007;2 007;2 051;2 025
120DE;DEVERIA 12-TELEGRAPHE;PKA1;12 rue  Deveria;75020;PARIS;01/08/1962;01/01/1940;2;28;0;0;28;0;0;0;0;24;0
120DE;DEVERIA 12-TELEGRAPHE;ADMI;2/12 rue  Deveria;75020;PARIS;01/12/1958;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
120DE;DEVERIA 12-TELEGRAPHE;CHF1;12 rue  Deveria;75020;PARIS;01/08/1962;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
120DG;DOCTEUR GLEY 32;C;32 avenue du Docteur Gley;75020;PARIS;01/06/1975;01/01/1940;1;28;27;0;0;0;1 765;1 606;1 606;1 954;0
120DG;DOCTEUR GLEY 32;ADMI;32 avenue du Docteur Gley;75020;PARIS;01/06/1975;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
120DG;DOCTEUR GLEY 32;PKC1;33 rue des Frères Flavien;75020;PARIS;01/06/1975;01/01/1940;0;106;0;0;106;0;0;0;0;1 206;0
120DG;DOCTEUR GLEY 32;A;34 avenue du Docteur Gley;75020;PARIS;01/06/1975;01/01/1940;3;63;62;0;0;0;0;4 469;4 469;4 734;4 469
120DG;DOCTEUR GLEY 32;B;38 avenue du Docteur Gley;75020;PARIS;01/06/1975;01/01/2001;1;49;47;0;0;0;0;2 957;2 957;3 097;2 957
120DL;DAVOUT-LAGNY;CHF1;46 boulevard  Davout;75020;PARIS;01/06/1957;01/12/1956;0;0;0;0;0;0;0;0;0;0;0
120DL;DAVOUT-LAGNY;ADMI;18/46 boulevard  Davout;75020;PARIS;01/06/1957;01/12/1956;0;0;0;0;0;0;0;0;0;0;0
120DL;DAVOUT-LAGNY;F;42 boulevard  Davout;75020;PARIS;01/06/1957;01/12/1956;3;29;29;0;0;0;0;1 235;1 235;1 238;1 203
120DL;DAVOUT-LAGNY;CRE1;107 rue de Lagny;75020;PARIS;01/06/1957;01/12/1956;1;1;0;0;0;1;0;0;0;1 319;0
120DL;DAVOUT-LAGNY;G;38 boulevard  Davout;75020;PARIS;01/06/1957;01/12/1956;12;74;65;0;0;5;0;3 206;3 206;3 652;3 259
120DL;DAVOUT-LAGNY;E;46 boulevard  Davout;75020;PARIS;01/06/1957;01/12/1956;3;48;48;0;0;0;0;2 348;2 348;2 364;2 306
120DL;DAVOUT-LAGNY;H;3 rue  Reynaldo Hahn;75020;PARIS;01/06/1957;01/12/1956;3;16;16;0;0;0;0;1 159;1 159;1 159;1 159
120DL;DAVOUT-LAGNY;PKC1;18 boulevard  Davout;75020;PARIS;01/06/1957;01/12/1956;2;1;0;0;1;0;0;0;0;16;0
120DP;DUMIEN-PELLEPORT;B;3 rue  Jules Dumien;75020;PARIS;01/12/1956;01/08/1956;1;15;14;0;0;0;0;1 061;1 061;1 065;1 061
120DP;DUMIEN-PELLEPORT;CHF1;3 rue  Jules Dumien;75020;PARIS;01/12/1956;01/08/1956;0;0;0;0;0;0;0;0;0;0;0
120DP;DUMIEN-PELLEPORT;ADMI;3 rue  Jules Dumien;75020;PARIS;01/12/1956;01/08/1956;0;0;0;0;0;0;0;0;0;0;0
120DP;DUMIEN-PELLEPORT;A;3 rue  Jules Dumien;75020;PARIS;01/12/1956;01/08/1956;2;33;32;0;0;0;0;2 015;2 015;2 025;2 015
120DP;DUMIEN-PELLEPORT;RES1;3 rue  Jules Dumien;75020;PARIS;01/12/1956;01/08/1956;0;1;0;0;0;0;0;0;0;4;0
120DS;DUEE 12/18-ST-SIMON;01;12/18 rue de la Duée;75020;PARIS;01/05/1981;01/01/1985;2;0;0;0;0;0;0;0;0;0;0
120DT;DAVOUT-FELIX TERRIER;ADMI;94/110 boulevard  Davout;75020;PARIS;01/08/1932;16/03/1922;0;0;0;0;0;0;0;0;0;0;0
120DT;DAVOUT-FELIX TERRIER;B;96 boulevard  Davout;75020;PARIS;01/08/1932;16/03/1922;5;37;34;0;0;3;0;1 596;1 596;1 906;0
120DT;DAVOUT-FELIX TERRIER;A;1 rue  Eugène Reisz;75020;PARIS;01/08/1932;16/03/1922;7;65;59;0;0;4;0;2 769;2 732;3 368;0
120DT;DAVOUT-FELIX TERRIER;J;4 rue  Félix Terrier;75020;PARIS;01/08/1932;16/03/1922;4;56;53;0;0;1;0;2 291;2 291;2 443;10
120DT;DAVOUT-FELIX TERRIER;F;104 boulevard  Davout;75020;PARIS;01/08/1932;16/03/1922;6;30;25;0;0;4;0;1 118;1 087;1 369;0
120DT;DAVOUT-FELIX TERRIER;H;13BIS rue  Félix Terrier;75020;PARIS;01/08/1932;16/03/1922;4;55;54;0;0;0;0;2 584;2 584;2 667;5
120DT;DAVOUT-FELIX TERRIER;C;5 rue  Félix Terrier;75020;PARIS;01/08/1932;16/03/1922;4;55;54;0;0;1;0;2 561;2 561;2 595;0
