GROUPE (HP2);NOM GROUPE;BATIMENTS (HP3);Adresse;Code postal;Ville;Date de construction;Date de mise en service;Nb d'escaliers (HP4);Nb de lots;Nb de logements;Nb d'ateliers;Nb de parkings;Nb de commerces;Surface utile SUT;Surface habitable SHAB;Surface réelle SRE;Surface réelle commerces;Surface chauffée SCH
117CA;CAROLINE 7;02;7 rue  Caroline;75017;PARIS;31/07/2002;31/07/2002;1;2;2;0;0;0;89;72;72;106;0
117CA;CAROLINE 7;01;7 rue  Caroline;75017;PARIS;31/07/2002;31/07/2002;1;5;5;0;0;0;251;251;251;269;0
117CB;CAMILLE BLAISOT 1/15;B1;13 rue  Camille Blaisot;75017;PARIS;01/12/1959;01/01/1940;5;204;201;0;0;0;0;11 755;11 729;12 499;11 477
117CB;CAMILLE BLAISOT 1/15;H1;31 avenue de la Porte de Saint-Ouen;75017;PARIS;01/12/1959;01/01/1940;2;0;0;0;0;0;0;0;0;0;0
117CB;CAMILLE BLAISOT 1/15;ADMI;1/13 rue  Camille Blaisot;75017;PARIS;01/12/1959;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
117CH;CHAMPERRET16-JACQUES IBE;01;16 avenue de la Porte de Champerret;75017;PARIS;01/12/1987;01/07/1999;2;42;41;0;0;0;0;2 967;2 967;3 006;3
117CH;CHAMPERRET16-JACQUES IBE;ADMI;16 avenue de la Porte de Champerret;75017;PARIS;01/12/1987;01/07/1999;0;0;0;0;0;0;0;0;0;0;0
117CL;CLICHY 55/65;PKC1;61 avenue de Clichy;75017;PARIS;30/06/1997;01/02/1997;1;76;0;0;76;0;0;0;0;913;0
117CL;CLICHY 55/65;02;61 avenue de Clichy;75017;PARIS;30/06/1997;01/02/1997;2;30;27;0;0;1;2 133;2 049;2 049;2 577;1 986
117CM;COLONEL MANHES-BERZELIUS;01;65/67 rue  Pouchet;75017;PARIS;01/06/1958;01/06/1958;4;37;36;0;0;0;0;1 727;1 727;1 784;1 727
117CM;COLONEL MANHES-BERZELIUS;PKA1;67 rue  Pouchet;75017;PARIS;01/06/1958;01/06/1958;0;4;0;0;4;0;0;0;0;0;0
117CP;CAPORAL PEUGEOT 11-JACQU;01;29 rue  Jacques Ibert;75017;PARIS;01/12/1987;01/03/1988;4;29;27;0;0;1;0;2 061;2 061;2 190;0
117CP;CAPORAL PEUGEOT 11-JACQU;02;33 rue  Jacques Ibert;75017;PARIS;01/12/1987;01/03/1988;1;33;33;0;0;0;0;2 231;2 231;2 336;0
117CS;CLICHY 49/53-ST PIERRE;PKC1;61 avenue de Clichy;75017;PARIS;01/04/1995;01/04/1995;1;70;0;0;70;0;0;0;0;828;0
117CS;CLICHY 49/53-ST PIERRE;01;2 cour  Saint Pierre;75017;PARIS;01/04/1995;01/04/1995;5;31;26;0;0;5;0;1 962;1 962;2 728;1 962
117CT;CARDINET186;01;186 rue  Cardinet;75017;PARIS;01/01/1980;01/08/2009;2;20;18;0;0;1;1 049;1 000;965;1 165;0
117CT;CARDINET186;ADMI;186 rue  Cardinet;75017;PARIS;01/01/1980;01/08/2009;0;0;0;0;0;0;0;0;0;0;0
117CT;CARDINET186;PKC1;186 rue  Cardinet;75017;PARIS;01/01/1980;01/08/2009;0;27;0;0;27;0;0;0;0;324;0
117CY;CLICHY5;ADMI;5 avenue de la Porte de Clichy;75017;PARIS;01/01/1900;01/04/2019;0;2;0;0;0;0;0;0;0;843;0
117E2;EPINETTES 27;A;27 rue des Épinettes;75017;PARIS;01/07/1934;01/01/1940;6;47;43;0;0;3;0;2 363;2 363;2 859;2 367
117E2;EPINETTES 27;RES1;27 rue des Épinettes;75017;PARIS;01/07/1934;01/01/1940;0;1;0;0;0;0;0;0;0;4;0
117E2;EPINETTES 27;CHF1;27 rue des Épinettes;75017;PARIS;01/07/1934;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
117E3;EPINETTES 35;E;35 rue des Épinettes;75017;PARIS;01/09/1955;01/01/2003;2;22;20;0;0;0;0;954;954;973;0
117ER;ERNEST ROCHE 7 FOYER;01;7 rue  Ernest Roche;75017;PARIS;01/04/1921;01/01/1921;4;101;100;0;0;1;0;3 696;3 684;3 782;0
117ER;ERNEST ROCHE 7 FOYER;ADMI;7 rue  Ernest Roche;75017;PARIS;01/04/1921;01/01/1921;0;0;0;0;0;0;0;0;0;0;0
117G3;STEPHANE GRAPPELLI 3/7;B1B2;3/7 rue  Stéphane Grappelli;75017;PARIS;29/06/2004;01/10/2004;2;67;63;2;0;0;4 739;4 530;4 530;5 183;4 632
117G3;STEPHANE GRAPPELLI 3/7;PKC1;24 rue  Marguerite Long;75017;PARIS;29/06/2004;01/12/2021;0;73;0;0;72;1;0;0;0;842;0
117HE;HELIOPOLIS 7;01;7 rue d' Héliopolis;75017;PARIS;01/01/1978;22/02/2016;2;15;14;0;0;1;882;808;808;1 058;808
117HE;HELIOPOLIS 7;PKC1;7 rue d' Héliopolis;75017;PARIS;01/01/1978;22/02/2016;0;8;0;0;8;0;0;0;0;121;0
117JB;JONQUIERE 82/86-BERZELIU;01;53 rue  Berzélius;75017;PARIS;01/08/1960;01/01/1940;9;85;82;0;0;2;0;4 745;4 745;6 357;4 849
117JB;JONQUIERE 82/86-BERZELIU;TERR;86 rue de la Jonquière;75017;PARIS;01/08/1960;01/01/1940;2;0;0;0;0;0;0;0;0;0;0
117JB;JONQUIERE 82/86-BERZELIU;ADMI;51/57 rue  Berzélius;75017;PARIS;01/08/1960;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
117JB;JONQUIERE 82/86-BERZELIU;PKA1;51 rue  Berzélius;75017;PARIS;01/08/1960;01/01/1940;0;7;0;0;7;0;0;0;0;0;0
117JI;JACQUES IBERT (PARKING);PKC1;45 rue  Jacques Ibert;75017;PARIS;01/12/1987;01/04/1988;0;0;0;0;0;0;0;0;0;0;0
117JL;JEAN LECLAIRE-LANTIEZ;04;50 rue  Lantiez;75017;PARIS;01/07/1954;01/01/1940;3;21;20;0;0;1;0;1 345;1 345;2 183;1 345
117JL;JEAN LECLAIRE-LANTIEZ;CHF1;7 rue du Général Henrys;75017;PARIS;01/07/1954;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
117JL;JEAN LECLAIRE-LANTIEZ;0205;50 rue  Lantiez;75017;PARIS;01/07/1954;01/01/1940;10;126;116;0;0;0;0;7 481;7 481;7 624;7 481
117JL;JEAN LECLAIRE-LANTIEZ;ADMI;29 rue  Jean Leclaire;75017;PARIS;01/07/1954;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
117JL;JEAN LECLAIRE-LANTIEZ;03;29 rue  Jean Leclaire;75017;PARIS;01/07/1954;01/01/1940;4;22;20;0;0;2;0;1 217;1 217;1 649;1 322
117LA;LABIE 9/9bis;03;9 TER rue  Labie;75017;PARIS;26/04/2022;28/10/2010;1;19;19;0;0;0;1 050;962;962;1 151;962
117LE;LECLUSE 20;01;20 rue  Lécluse;75017;PARIS;;01/09/2007;0;0;0;0;0;0;0;0;0;0;0
117LG;LAUGIER 75/79 GALVANI 12;A;75/79 rue  Laugier;75017;PARIS;04/06/1980;01/01/2007;2;30;29;0;0;0;2 083;1 957;1 957;2 233;1 957
117LG;LAUGIER 75/79 GALVANI 12;B;12 rue  Galvani;75017;PARIS;04/06/1980;01/01/2007;1;11;11;0;0;0;830;783;783;877;783
117LG;LAUGIER 75/79 GALVANI 12;ADMI;75/79 rue  Laugier;75017;PARIS;04/06/1980;01/01/2007;0;0;0;0;0;0;0;0;0;0;0
117LG;LAUGIER 75/79 GALVANI 12;PKC1;75/79 rue  Laugier;75017;PARIS;04/06/1980;01/01/2007;0;44;0;0;44;0;0;0;0;528;0
117ML;MARGUERITE LONG 2/4;PKC1;2 rue  Marguerite Long;75017;PARIS;01/05/2005;01/01/2010;0;33;0;0;33;0;0;0;0;430;0
117ML;MARGUERITE LONG 2/4;01;4 rue  Marguerite Long;75017;PARIS;01/05/2005;01/05/2005;2;27;26;0;0;1;2 123;2 010;2 010;2 606;2 016
117MT;MONTENOTTE 2/2BIS-TERNES;01;2BIS rue de Montenotte;75017;PARIS;;01/09/1987;3;19;18;0;0;1;0;911;911;1 643;0
117P6;POUCHET 62/66;E;61 rue  Navier;75017;PARIS;01/06/2018;01/06/2018;0;1;0;0;0;0;0;0;0;0;0
117P6;POUCHET 62/66;ADMI;62/66 rue  Pouchet;75017;PARIS;01/07/1934;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
117P6;POUCHET 62/66;B;62 rue  Pouchet;75017;PARIS;01/07/1934;01/01/1940;2;40;40;0;0;0;0;1 743;1 743;1 759;0
117P6;POUCHET 62/66;C;62 rue  Pouchet;75017;PARIS;01/07/1934;01/01/1940;2;14;13;0;0;1;0;710;710;804;0
117P6;POUCHET 62/66;D;62 rue  Pouchet;75017;PARIS;01/07/1934;01/01/1940;7;65;58;0;0;1;0;2 890;2 890;3 316;0
117P7;PIERRE DEMOURS 78;RUE;78 rue  Pierre Demours;75017;PARIS;04/09/2001;04/09/2001;3;15;11;0;0;3;484;460;460;608;92
117P7;PIERRE DEMOURS 78;COUR;78 rue  Pierre Demours;75017;PARIS;04/09/2001;04/09/2001;1;12;11;0;0;1;386;360;330;422;0
117PA;PORTE D'ASNIERES 24;02;27/P rue  Marguerite Long;75017;PARIS;01/12/1978;30/03/2006;0;1;0;0;0;0;0;0;0;77;0
117PA;PORTE D'ASNIERES 24;01;24 avenue de la Porte d'Asnières;75017;PARIS;01/12/1978;15/11/1978;3;150;148;0;0;0;0;9 671;9 671;10 590;9 671
117PA;PORTE D'ASNIERES 24;PKC1;24 avenue de la Porte d'Asnières;75017;PARIS;01/12/1978;01/12/2021;0;150;0;0;150;0;0;0;0;1 945;0
117PB;PAUL BROUSSE-BESSIERES-E;B;3 rue  Ernest Roche;75017;PARIS;01/01/1960;01/01/1940;1;20;20;0;0;0;0;938;938;938;897
117PB;PAUL BROUSSE-BESSIERES-E;COM1;73 boulevard  Bessières;75017;PARIS;01/01/1960;01/01/1940;3;2;0;0;0;2;0;0;0;569;15
117PB;PAUL BROUSSE-BESSIERES-E;A;73 boulevard  Bessières;75017;PARIS;01/01/1960;01/01/1940;4;100;99;0;0;0;0;4 757;4 715;4 757;4 757
117PB;PAUL BROUSSE-BESSIERES-E;ADMI;73/77/87 boulevard  Bessières;75017;PARIS;01/01/1960;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
117PB;PAUL BROUSSE-BESSIERES-E;COM2;87 boulevard  Bessières;75017;PARIS;01/01/1960;01/07/1959;0;1;0;0;0;0;0;0;0;0;0
117PB;PAUL BROUSSE-BESSIERES-E;PKA2;73 boulevard  Bessières;75017;PARIS;01/01/1960;01/01/1940;3;65;0;0;64;0;0;0;0;305;0
117PB;PAUL BROUSSE-BESSIERES-E;E;87 boulevard  Bessières;75017;PARIS;01/01/1960;01/01/1940;2;54;54;0;0;0;0;2 865;2 865;2 865;2 850
117PB;PAUL BROUSSE-BESSIERES-E;C;3 rue  Ernest Roche;75017;PARIS;01/01/1960;01/01/1940;1;17;15;0;0;0;0;932;932;982;931
117PB;PAUL BROUSSE-BESSIERES-E;CHF1;87 boulevard  Bessières;75017;PARIS;01/01/1960;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
117PB;PAUL BROUSSE-BESSIERES-E;D;2 rue du Docteur Paul Brousse;75017;PARIS;01/01/1960;01/01/1940;3;55;53;0;0;1;0;2 584;2 556;2 599;2 584
117PB;PAUL BROUSSE-BESSIERES-E;PKC1;2 rue du Docteur Paul Brousse;75017;PARIS;01/01/1960;01/07/1959;0;9;0;0;9;0;0;0;0;134;0
117PC;RAYMOND PITET-CURNONSKY;C;11 rue  Curnonsky;75017;PARIS;01/12/1973;01/01/1940;1;91;90;0;0;0;0;5 302;5 302;5 748;5 306
117PC;RAYMOND PITET-CURNONSKY;PKC2;6 rue  Raymond Pitet;75017;PARIS;01/12/1973;01/12/1976;0;253;0;0;253;0;0;0;0;3 084;0
117PC;RAYMOND PITET-CURNONSKY;PKC3;5/7 rue  Curnonsky;75017;PARIS;01/12/1973;01/05/2006;0;224;0;0;224;0;0;0;0;4 226;0
117PC;RAYMOND PITET-CURNONSKY;104;7 rue  Curnonsky;75017;PARIS;01/12/1973;01/01/1940;8;230;221;0;0;4;0;14 185;14 108;15 032;14 438
117PC;RAYMOND PITET-CURNONSKY;105;15/17 rue  Curnonsky;75017;PARIS;01/12/1973;01/01/1940;10;262;255;0;0;2;0;15 565;15 477;16 695;15 914
117PC;RAYMOND PITET-CURNONSKY;A;8 rue  Raymond Pitet;75017;PARIS;01/12/1973;01/01/1940;1;91;90;0;0;0;0;5 431;5 431;5 875;5 436
117PC;RAYMOND PITET-CURNONSKY;B;10 rue  Raymond Pitet;75017;PARIS;01/12/1973;01/01/1940;2;89;87;0;0;0;0;5 152;5 152;5 801;5 432
117PC;RAYMOND PITET-CURNONSKY;PKA4;23 rue  Curnonsky;75017;PARIS;01/12/1973;01/01/1940;2;0;0;0;0;0;0;0;0;0;0
117PC;RAYMOND PITET-CURNONSKY;COM1;10 rue  Raymond Pitet;75017;PARIS;01/12/1973;01/01/1940;2;2;0;0;0;2;0;0;0;311;276
117PC;RAYMOND PITET-CURNONSKY;PKC1;5 rue  Raymond Pitet;75017;PARIS;01/12/1973;01/12/2021;0;267;0;0;267;0;0;0;0;3 200;0
117PD;POUCHET 82-DELIGNY 11;02;82 rue  Pouchet;75017;PARIS;;31/01/1996;1;0;0;0;0;0;0;0;0;0;0
117PD;POUCHET 82-DELIGNY 11;01;82 rue  Pouchet;75017;PARIS;;31/01/1996;1;7;7;0;0;0;367;345;345;396;0
117PE;PEREIRE 150;01;150 boulevard  Pereire;75017;PARIS;;18/10/2004;4;23;22;0;0;1;1 371;1 289;1 289;1 579;0
117PE;PEREIRE 150;02;150 boulevard  Pereire;75017;PARIS;;18/10/2004;1;0;0;0;0;0;0;0;0;0;0
117PO;POUCHET 83/87;CHF1;87 rue  Pouchet;75017;PARIS;01/08/1958;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
117PO;POUCHET 83/87;PKC1;83 rue  Pouchet;75017;PARIS;01/08/1958;01/01/1940;0;20;0;0;20;0;0;0;0;300;0
117PO;POUCHET 83/87;PKA2;83 rue  Pouchet;75017;PARIS;01/08/1958;01/01/1940;0;12;0;0;12;0;0;0;0;0;0
117PO;POUCHET 83/87;01;83/87 rue  Pouchet;75017;PARIS;01/08/1958;01/01/1940;3;75;74;0;0;0;0;3 618;3 618;3 726;3 621
117PR;PIERRE REBIERE 3/19;D;19 rue  Pierre Rebière;75017;PARIS;01/04/1957;01/01/1940;4;48;48;0;0;0;0;2 321;2 321;2 321;0
117PR;PIERRE REBIERE 3/19;ADMI;17/19 rue  Pierre Rebière;75017;PARIS;01/04/1957;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
117PR;PIERRE REBIERE 3/19;A;62 boulevard  Bessières;75017;PARIS;01/04/1957;01/01/1940;2;30;29;0;0;0;0;1 023;1 023;1 023;6
117PR;PIERRE REBIERE 3/19;B;62 boulevard  Bessières;75017;PARIS;01/04/1957;01/01/1940;2;28;28;0;0;0;0;1 026;1 026;1 026;0
117PR;PIERRE REBIERE 3/19;C;66 boulevard  Bessières;75017;PARIS;01/04/1957;01/01/1940;3;42;42;0;0;0;0;1 521;1 521;1 521;0
117PR;PIERRE REBIERE 3/19;E;17 rue  Pierre Rebière;75017;PARIS;01/04/1957;01/01/1940;4;50;48;0;0;0;0;2 071;2 071;2 121;4
117RB;PIERRE REBIERE 45;01;45 rue  Pierre Rebière;75017;PARIS;15/07/2015;15/09/2015;1;21;20;0;0;0;1 424;1 257;1 257;1 650;1 257
117RB;PIERRE REBIERE 45;PKC1;45 rue  Pierre Rebière;75017;PARIS;15/07/2015;15/09/2015;0;26;0;0;26;0;0;0;0;293;0
117RB;PIERRE REBIERE 45;02;47 rue  Pierre Rebière;75017;PARIS;15/07/2015;15/07/2015;0;1;0;0;0;1;0;0;0;1 416;803
117RO;ROME 121;01;121 rue de Rome;75017;PARIS;;01/06/1985;3;11;10;0;0;1;0;505;505;623;36
117S1;SAUSSURE 129/135-TAPISSE;PKC1;133 rue de Saussure;75017;PARIS;31/12/1986;15/07/1988;0;198;0;0;198;0;0;0;0;2 534;0
117S1;SAUSSURE 129/135-TAPISSE;ADMI;129/135 rue de Saussure;75017;PARIS;01/08/1988;15/07/1988;0;0;0;0;0;0;0;0;0;0;0
117S1;SAUSSURE 129/135-TAPISSE;01;135 rue de Saussure;75017;PARIS;31/12/1986;15/07/1988;24;197;181;0;0;10;0;11 624;11 624;13 401;5
117S2;SAUSSURE 133;01;133 rue de Saussure;75017;PARIS;01/12/1988;01/12/1988;1;12;12;0;0;0;0;1 021;1 021;1 105;0
117S8;SAUSSURE 28;01;28 rue de Saussure;75017;PARIS;01/01/1910;01/01/1940;2;35;33;0;0;0;0;2 005;2 005;2 051;2 005
117SA;SAUSSURE 162;ADMI;156/162 rue de Saussure;75017;PARIS;01/01/1920;01/01/1920;0;0;0;0;0;0;0;0;0;0;0
117SA;SAUSSURE 162;01;156/162 rue de Saussure;75017;PARIS;15/02/2005;01/01/1920;5;121;119;0;0;1;7 753;7 537;7 537;8 380;7 537
117SG;STEPHANE GRAPPELLI 17;PKC1;17 rue  Stéphane Grappelli;75017;PARIS;01/02/2004;01/02/2008;0;34;0;0;34;0;0;0;0;417;0
117SG;STEPHANE GRAPPELLI 17;B4;17 rue  Stéphane Grappelli;75017;PARIS;01/02/2004;01/02/2004;4;41;38;0;0;0;2 450;2 354;2 354;2 727;2 374
117SM;Passage Saint Michel;01;;;;;16/12/2024;1;7;7;0;0;0;214;196;196;233;31
117SO;ST-OUEN-BESSIERES-ANDRE;CL;12 boulevard  Bessières;75017;PARIS;01/09/1954;01/01/1940;4;53;48;0;0;0;0;3 020;3 020;3 085;3 020
117SO;ST-OUEN-BESSIERES-ANDRE;ADMI;1/11 avenue de la Porte de Saint-Ouen;75017;PARIS;01/09/1954;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
117SO;ST-OUEN-BESSIERES-ANDRE;BK;14 boulevard  Bessières;75017;PARIS;01/09/1954;01/01/1940;4;51;48;0;0;0;0;3 064;3 064;3 082;3 064
117SO;ST-OUEN-BESSIERES-ANDRE;DEF;2 boulevard  Bessières;75017;PARIS;01/09/1954;01/01/1940;19;117;99;0;0;12;0;6 431;6 431;7 408;6 660
117SO;ST-OUEN-BESSIERES-ANDRE;COM1;12 boulevard  Bessières;75017;PARIS;01/09/1954;01/01/1940;9;9;0;0;0;9;0;0;0;1 159;617
117SO;ST-OUEN-BESSIERES-ANDRE;PKC1;11 rue  André Bréchet;75017;PARIS;01/09/1954;01/07/1954;0;14;0;0;14;0;0;0;0;242;0
117SO;ST-OUEN-BESSIERES-ANDRE;CHF1;3 rue  André Bréchet;75017;PARIS;01/09/1954;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
117SO;ST-OUEN-BESSIERES-ANDRE;AJ;18 boulevard  Bessières;75017;PARIS;01/09/1954;01/01/1940;4;50;48;0;0;0;0;3 092;3 092;3 125;3 086
117SO;ST-OUEN-BESSIERES-ANDRE;GHI;9 rue  André Bréchet;75017;PARIS;01/09/1954;01/01/1940;6;124;104;0;0;0;0;7 136;7 136;7 240;7 131
117SP;SAUSSURE 132/134-DE PISA;PKC1;7 rue  Christine de Pisan;75017;PARIS;01/03/1985;01/01/1940;0;139;0;0;139;0;0;0;0;2 912;0
117SP;SAUSSURE 132/134-DE PISA;ADMI;134/136 rue de Saussure;75017;PARIS;01/03/1985;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
117SP;SAUSSURE 132/134-DE PISA;01;134/136 rue de Saussure;75017;PARIS;01/03/1985;01/01/1940;14;181;172;0;0;5;0;11 255;11 255;13 374;11
117T1;TAPISSERIES 1;01;1 rue des Tapisseries;75017;PARIS;01/12/1988;01/01/2000;1;19;18;0;0;0;0;1 338;1 338;1 396;6
117VI;VILLIERS 77;01;77 avenue de Villiers;75017;PARIS;01/07/2013;30/11/2018;1;17;16;0;0;0;1 081;1 030;1 030;1 132;0
1181P;POLONCEAU 11/13;01;11/13 rue  Polonceau;75018;PARIS;;01/11/1986;4;26;25;0;0;1;0;951;951;1 040;0
1183F;TROIS FRERES 22;01;22 rue des Trois Frères;75018;PARIS;;20/02/2009;3;14;13;0;0;1;513;495;495;594;0
1183P;POLONCEAU 33/37;PKC1;33 rue  Polonceau;75018;PARIS;01/02/1991;01/01/1940;0;21;0;0;21;0;0;0;0;309;0
1183P;POLONCEAU 33/37;01;33 rue  Polonceau;75018;PARIS;01/02/1991;01/01/1940;6;29;26;0;0;3;0;1 565;1 565;1 784;0
118AF;AFFRE 19;01;19 rue  Affre;75018;PARIS;01/05/2009;11/05/2009;1;7;7;0;0;0;332;326;326;367;0
118AP;CHAPELLE100;01;100 boulevard de la Chapelle;75018;PARIS;;01/08/2008;3;11;9;0;0;2;509;501;501;665;0
118B6;BERNARD DIMEY 6/10;PKC1;6 rue  Bernard Dimey;75018;PARIS;12/11/1998;01/01/2009;0;52;0;0;52;0;0;0;0;614;0
118B6;BERNARD DIMEY 6/10;01;10 rue  Bernard Dimey;75018;PARIS;12/11/1998;01/01/2009;2;36;36;0;0;0;0;2 346;2 346;2 523;0
118BA;BERNARD DIMEY 13/21-VAUV;PKC1;11 rue  Bernard Dimey;75018;PARIS;01/07/1992;01/07/1992;0;134;0;0;134;0;0;0;0;1 779;0
118BA;BERNARD DIMEY 13/21-VAUV;ABC;21 rue  Bernard Dimey;75018;PARIS;01/07/1992;01/07/1992;7;82;77;0;0;4;0;5 573;5 573;6 251;5
118BB;BARBES 80;01;80 boulevard  Barbès;75018;PARIS;01/01/1900;28/10/2004;5;24;20;0;0;3;1 480;1 365;1 365;1 742;0
118BC;BARBES 11/17 CHRISTIANI;ABC;5 rue  Christiani;75018;PARIS;01/04/2003;04/04/2002;9;179;172;0;0;5;11 792;11 281;11 281;15 645;11 512
118BC;BARBES 11/17 CHRISTIANI;PKC1;1 rue  Christiani;75018;PARIS;01/04/2003;31/12/2002;0;204;0;0;204;0;0;0;0;2 475;0
118BD;BERNARD DIMEY 14/22;DEF;22 rue  Bernard Dimey;75018;PARIS;01/07/1992;01/07/1992;10;69;62;0;0;6;0;4 323;4 323;5 247;0
118BN;BINET-NEY-LABORI-FOURNIE;01;2 rue  Eugène Fournière;75018;PARIS;01/01/1928;01/01/1928;9;92;89;0;0;3;0;3 821;3 821;5 328;0
118BN;BINET-NEY-LABORI-FOURNIE;03;7 rue  Fernand Labori;75018;PARIS;01/01/1928;01/01/1928;10;99;94;0;0;3;0;4 298;4 298;5 206;0
118BN;BINET-NEY-LABORI-FOURNIE;ADMI;118/124 boulevard  Ney;75018;PARIS;01/01/1928;01/01/1928;0;0;0;0;0;0;0;0;0;0;0
