HP2;Chaufferie multi HP;Nom Groupe;Nombre de logements;Date de construction;Adresse;Adresse (suite);Code Postal;Ville;Type combustible;Code site;Site;Type d'équipement;Equipement;Commentaire;Marque;Modèle;Puissance;Sous-station chauffage (numéro équipement);Présence Cogénération;Date de mise en service / Date de rénovation;Sonde extérieure avec régulation;Panneaux solaire photovoltaique;Thermique;Travaux réalisés;Date d'achèvement travaux;Adresse de l'opération;Travaux réalisés;Date d'achèvement travaux;Adresse de l'opération
115JC;;JAVEL 176/186-CROIX NIVE;179;15/07/1997;176/188 Javel;149/155 Croix Nivert;75015;PARIS;CPCU;CHF0000488;JAVEL CROIX NIVERT PLA;ECHANGEUR DE CHALEUR VAPEUR/EAU;CTD;X 1;CTD;HT200/62;775;;;01/01/2019;OUI;;;Réhabilitation d'un poste de livraison de chaleur;14/10/2019;178 rue Javel;;;
115JC;;JAVEL 176/186-CROIX NIVE;179;15/07/1997;176/188 Javel;149/155 Croix Nivert;75015;PARIS;CPCU;CHF0000488;JAVEL CROIX NIVERT PLA;ECHANGEUR DE CHALEUR VAPEUR/EAU;CTD;X 1;CTD;HT200/62;775;;;01/01/2019;OUI;;;Réhabilitation d'un poste de livraison de chaleur;14/10/2019;178 rue Javel;;;
115LA;;LACORDAIRE 28;14;01/01/1928;Lacordaire (rue ) n° 28;;75015;PARIS;Gaz;CHF0000776;28 RUE LACORDAIRE;CHAUDIERE;CHAUDIERE 1;X1;AUER;CHAUDIERE 1 PULSATOIRE;20 kW;;;06/06/2017;OUI;;;;;;;;
115LA;;LACORDAIRE 28;14;01/01/1928;Lacordaire (rue ) n° 28;;75015;PARIS;Gaz;CHF0000776;28 RUE LACORDAIRE;CHAUDIERE;CHAUDIERE 2;X 1;AUER;CHAUDIERE 2 PULSATOIRE;32 kW;;;06/06/2017;OUI;;;;;;;;
115LB;115LP;LEFEBVRE-BRANCION-PERICH;837;01/12/1969;95/119 Lefebvre 112 Brancion;16 Périchaux;75015;PARIS;CPCU;CHF0000092;16 RUE DES PéRICHAUX;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR VAPEUR/EAU;X 4;COLLART ET TROLART;ECHANGEUR VAPEUR/EAU HT 250/88C;1700 KW;EQP1025103;;01/01/2014;OUI;OUI;;Réhabilitation d’un poste de livraison de chaleur d’un bâtiment résidentiel;09/12/2020;112 rue Brancion;;;
115LB;115LP;LEFEBVRE-BRANCION-PERICH;835;01/12/1969;Lefebvre (boulevard ) n° 95/119;;75015;PARIS;CPCU;CHF0000034;112 RUE BRANCION;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU N°1;X 1;CCOLLARD ET TROLARD;ECHANGEUR DE CHALEUR VAPEUR/EAU N°1 HT125/40;462 kW;;;01/01/2020;OUI;OUI;;Réhabilitation d’un poste de livraison de chaleur d’un bâtiment résidentiel;09/12/2020;112 rue Brancion;;;
115LB;115LP;LEFEBVRE-BRANCION-PERICH;835;01/12/1969;Lefebvre (boulevard ) n° 95/119;;75015;PARIS;CPCU;CHF0000034;112 RUE BRANCION;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU N°2;X 1;CCOLLARD ET TROLARD;ECHANGEUR DE CHALEUR VAPEUR/EAU N°2 HT125/40;462 kW;;;01/01/2020;OUI;OUI;;Réhabilitation d’un poste de livraison de chaleur d’un bâtiment résidentiel;09/12/2020;112 rue Brancion;;;
115LD;;LEFEBVRE 75/91-DANTZIG;445;01/11/1959;Lefebvre (boulevard ) n° 77/87;;75015;PARIS;Gaz;CHF0000334;77/85 BD LEFEBVRE (SOUS PELOUSE);CHAUDIERE;CHAUDIERE N° 1;X 1;SECCACIER;CHAUDIERE N° 1 TRIVAREX 5;700/850 KW;;;01/01/2000;OUI;;;"Chaudière collective haute performance énergétique 
avec contrat assurant la conduite de l’installation";29/11/2021;77 boulvard Lefebvre;;;
115LD;;LEFEBVRE 75/91-DANTZIG;445;01/11/1959;Lefebvre (boulevard ) n° 77/87;;75015;PARIS;Gaz;CHF0000334;77/85 BD LEFEBVRE (SOUS PELOUSE);CHAUDIERE;CHAUDIERE N° 2;X 1;SECCACIER;CHAUDIERE N° 2 TRIVAREX 5;700/850 KW;;;01/01/2000;OUI;;;"Chaudière collective haute performance énergétique 
avec contrat assurant la conduite de l’installation";29/11/2021;77 boulvard Lefebvre;;;
115LD;;LEFEBVRE 75/91-DANTZIG;445;01/11/1959;Lefebvre (boulevard ) n° 77/87;;75015;PARIS;Gaz;CHF0000334;77/85 BD LEFEBVRE (SOUS PELOUSE);CHAUDIERE;CHAUDIERE N° 3;X 1;SECCACIER;CHAUDIERE N° 3 TRIVAREX 5;700/850 KW;;;01/01/2000;OUI;;;"Chaudière collective haute performance énergétique 
avec contrat assurant la conduite de l’installation";29/11/2021;77 boulvard Lefebvre;;;
115LF;;LETELLIER-FREMICOURT;29;01/09/1970;36/38 Letellier 11/15 Frémicourt;;75015;PARIS;Gaz;CHF0000221;38 RUE LETELLIER;CHAUDIERE;CHAUDIERE;X 2;VIESSMAN;CHAUDIERE VITOCROSSAL 100;150;;;01/01/2017;OUI;;OUI;Chaudière à haute performance énergétique;09/12/2016;38 RUE LETELLIER;REHABILITATION ET PLAN CLIMAT;15/03/2025;
115LT;;LETELLIER66 CROIXNIVER26;36;01/01/1930;Letellier (rue ) n° 66;;75015;PARIS;CPCU;CHF0000670;66 RUE LETELLIER;ECHANGEUR DE CHALEUR VAPEUR/EAU;TUBULAIRE;X 1;COLLARD et TROLART;TUBULAIRE HELICOTHERM HT 90/22;200 kW;;;01/01/2017;OUI;;;Réhabilitation d'un poste de livraison de chaleur;08/12/2016;66 RUE LETELLIER;;;
115LV;;THEURIET BARTHOLOME;150;01/09/2016;Lefebvre (boulevard ) n° 58;;75015;PARIS;Gaz;CHF0000755;27 RUE BARTHOLOMé (LCPC);CHAUDIERE;CHAUDIERE;X 2;ATLANTIC GUILLOT;CHAUDIERE VARMAX;68 A 312;;;06/06/2016;OUI;;;;;;;;
115M9;;MORILLONS 9;82;09/01/2004;Morillons (rue des ) n° 9;;75015;PARIS;Gaz;CHF0000514;9 RUE DES MORILLONS;CHAUDIERE;CHAUDIERE N°1;X 1;DE DIETRICH;CHAUDIERE N°1 GT 307 II;170 kW;;;06/06/2014;OUI;;;;;;;;
115M9;;MORILLONS 9;82;09/01/2004;Morillons (rue des ) n° 9;;75015;PARIS;Gaz;CHF0000514;9 RUE DES MORILLONS;CHAUDIERE;CHAUDIERE N°2;X 1;DE DIETRICH;CHAUDIERE N°2 GT 307 II;170 kW;;;06/06/2014;OUI;;;;;;;;
115MC;;SEBASTIEN MERCIER 44/50;41;01/01/1971;44 à 50 Rue Sébastien Mercier;5 Rue Emmanuel Chauvière;75015;PARIS;CPCU;CHF0000689;44 RUE SéBASTIEN MERCIER;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU;;ALPHA LAVAL;ECHANGEUR DE CHALEUR VAPEUR/EAU CETECOIL S 850-M;400;;;01/01/2011;OUI;;;Isolation des toitures terrasses. Mise en place en toiture terrasse d’un doublage extérieur isolant;30/04/2021;44-50 rue Sebastien Mercier  5 rue Emmanuel Chauviere;;;
115ML;;MORILLONS 103/109-LABR;40;01/08/1973;103 Morillons;;75015;PARIS;Gaz;CHF0000022;103 RUE DES MORILLONS;CHAUDIERE;CHAUDIERE N° 1;X 1;DE DIETRICH;CHAUDIERE N° 1 GT 308 EX;256/315 KW;;;06/06/2013;OUI;;;;;;;;
115ML;;MORILLONS 103/109-LABR;40;01/08/1973;103 Morillons;;75015;PARIS;Gaz;CHF0000022;103 RUE DES MORILLONS;CHAUDIERE;CHAUDIERE N° 2;X 1;DE DIETRICH;CHAUDIERE N° 2 GT 308;192/231 KW;;;06/06/2013;OUI;;;;;;;;
115MM;;MONTAUBAN-MORILLONS-LIND;100;01/12/1955;1 2 Montauban 22 Morillons;23 Robert Lindet;75015;PARIS;CPCU;CHF0000154;23 RUE ROBERT LINDET;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU N°1;X 1;VIMATHERM;VTH 150-15 ;360 kW;;;06/06/2020;OUI;;;Chaudière individuelle haute performance énergétique;16/04/2018;1-2 RUE MONTAUBAN;Réhabilitation d’un poste de livraison de chaleur d’un bâtiment résidentiel;19/11/2020;23 rue Robert-Lindet
115MM;;MONTAUBAN-MORILLONS-LIND;100;01/12/1955;1 2 Montauban 22 Morillons;23 Robert Lindet;75015;PARIS;CPCU;CHF0000154;23 RUE ROBERT LINDET;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU N°2;X 1;VIMATHERM;VTH 150-15 ;360 kW;;;06/06/2020;OUI;;;Chaudière individuelle haute performance énergétique;16/04/2018;1-2 RUE MONTAUBAN;Réhabilitation d’un poste de livraison de chaleur d’un bâtiment résidentiel;19/11/2020;23 rue Robert-Lindet
115P9;;PROCESSION 49;12;01/04/1959;49 Procession;;75015;PARIS;CPCU;CHF0000253;49 RUE DE LA PROCESSION;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU;X 2;CTD;ECHANGEUR DE CHALEUR VAPEUR/EAU HELICOTHERM HT 90/22;125 kW;;;01/01/2015;OUI;;;Réhabilitation d'un poste de livraison de chaleur;04/05/2015;49 rue de la Procession;;;
115PB;;PORTE BRANCION;282;01/07/1955;1/3 Porte Brancion 100 Lefebvre;;75015;PARIS;Gaz;CHF0000010;1/3 AV DE LA PORTE DE BRANCION;CHAUDIERE;CHAUDIERE 1;X 1;CHAPPEE;CHAUDIERE 1 XR 414 C;713 kW;;;01/01/1989;OUI;;;;;;;;
115PB;;PORTE BRANCION;282;01/07/1955;1/3 Porte Brancion 100 Lefebvre;;75015;PARIS;Gaz;CHF0000010;1/3 AV DE LA PORTE DE BRANCION;CHAUDIERE;CHAUDIERES;X1;DE DIETRICH;CHAUDIERE 2 GT 530-13;696-754 kW;;;15/06/2011;OUI;;;;;;;;
115PB;;PORTE BRANCION;282;01/07/1955;1/3 Porte Brancion 100 Lefebvre;;75015;PARIS;Gaz;CHF0000010;1/3 AV DE LA PORTE DE BRANCION;CHAUDIERE;CHAUDIERE 3;X 1;DE DIETRICH;CHAUDIERE 3 GT 530-9;520 kW;;;01/01/2015;OUI;;;;;;;;
115PB;;PORTE BRANCION;282;01/07/1955;1/3 Porte Brancion 100 Lefebvre;;75015;PARIS;Gaz;CHF0000010;1/3 AV DE LA PORTE DE BRANCION;CHAUDIERE;CHAUDIERE;;DE DIETRICH;GT 530 - 9;520 kW;;;15/06/2015;OUI;;;;;;;;
115PP;;PROCESSION 45 (PARKING);0;01/04/1959;45QUA Procession;;75015;PARIS;CPCU;CHF0000454;45 RUE DE LA PROCESSION;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR CPCU;X 2;ARI-ARMATUREN;ECHANGEUR CPCU;600;;;01/01/2017;OUI;;;;;;;;
115PR;;PROCESSION 24/32-PAUL BA;275;01/06/1958;24/32 Procession 11 Quintinie;31/33 Paul Barruel;75015;PARIS;Gaz;CHF0000205;32 RUE DE LA PROCESSION DANS COUR;CHAUDIERE;CHAUDIERE N° 1;X 1;RIELLO;CHAUDIERE N° 1 LRP NT +;400 KW;;;15/06/2013;OUI;;;;;;;;
115PR;;PROCESSION 24/32-PAUL BA;275;01/06/1958;24/32 Procession 11 Quintinie;31/33 Paul Barruel;75015;PARIS;Gaz;CHF0000205;32 RUE DE LA PROCESSION DANS COUR;CHAUDIERE;CHAUDIERE N° 2;X 1;RIELLO;CHAUDIERE N° 2 TAU 600 N;600 KW;;;15/06/2013;OUI;;;;;;;;
115PR;;PROCESSION 24/32-PAUL BA;275;01/06/1958;24/32 Procession 11 Quintinie;31/33 Paul Barruel;75015;PARIS;Gaz;CHF0000205;32 RUE DE LA PROCESSION DANS COUR;CHAUDIERE;CHAUDIERE N° 3;X 1;GUILLOT;CHAUDIERE N° 3 OPTIMAGAZ TYPE G;291 KW;;;15/06/2013;OUI;;;;;;;;
115S1;;MARIE SKOBTSOV 1;30;26/02/2015;Marie Skobtsov (rue ) n° 1;;75015;PARIS;CPCU;CHF0000723;90 RUE LOURMEL - 1 MARIE SKOBTSOV (ANGLE) - 30 LOGTS;ECHANGEUR DE CHALEUR VAPEUR/EAU;échangeur vapeur n°1;X 1;BAELZ;échangeur vapeur n°1 106-14-45-KN;250 KW;;;01/01/2014;OUI;;;;;;;;
115S2;;MARIE SKOBTSOV 10-12;24;05/02/2015;Marie Skobtsov (rue ) n° 10/12;;75015;PARIS;CPCU;CHF0000721;86 LOURMEL - 10/12 MARIE SKOBTSOV (BOIS) - 24 LOGTS + 25 AURORE;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU;;COLLARD & TROLART;ECHANGEUR DE CHALEUR VAPEUR/EAU EV1 300/13;639;;;01/01/2015;OUI;;;;;;;;
115SB;;ST CHARLES 170 BERGERS55;49;04/08/1977;170 rue Saint Charles;55 rue des Bergers;75015;PARIS;CPCU;CHF0000633;170 RUE SAINT CHARLES;ECHANGEUR DE CHALEUR VAPEUR/EAU;TUBULAIRE N° 1;X 1;COLLARD & TROLART;TUBULAIRE N° 1 HT 125/40;500 KW;;;01/01/2009;OUI;;;;;;;;
115SB;;ST CHARLES 170 BERGERS55;49;04/08/1977;170 rue Saint Charles;55 rue des Bergers;75015;PARIS;CPCU;CHF0000633;170 RUE SAINT CHARLES;ECHANGEUR DE CHALEUR VAPEUR/EAU;TUBULAIRE N° 2;X 1;COLLARD & TROLART;TUBULAIRE N° 2 HT 125/40;500 KW;;;01/01/2009;OUI;;;;;;;;
115VB;;VOUILLE-BRANCION-NANTEUI;108;01/04/1962;25 Vouillé 23/25 Brancion;2 Nanteuil;75015;PARIS;CPCU;CHF0000164;25 RUE VOUILLé;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEURS CPCU;X 2;ARI ARMATUREN;ECHANGEURS CPCU ENCOSYS 400;400;;;01/01/2017;OUI;;;Réhabilitation d'un poste de livraison de chaleur;20/03/2017;25 RUE DE VOUILLE;;;
115VI;;VIALA 38;2;01/01/1927;Viala (rue ) n° 38;;75015;PARIS;Gaz;CHF0000761;38 RUE VIALA;CHAUDIERE;CHAUDIERE 1;X 1;DE DIETRICH;CHAUDIERE 1 DTG 210-13;90/135 kW;;;PAS DE DONNEES;OUI;;;;;;;;
115ZO;;ZOLA 95/103 LOURMEL51/53;140;01/01/1939;51-53 rue de Lourmel;95-103 avenue Emile Zola;75015;PARIS;CPCU;CHF0000671;97 AVENUE EMILE ZOLA;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU N°1;X 1;ARI;ECHANGEUR DE CHALEUR VAPEUR/EAU N°1 ARI;460 kW;EQP1045898;;01/01/2018;OUI;;;Réhabilitation d'un poste de livraison de chaleur;03/10/2018;95 avenue Emile Zola;;;
115ZO;;ZOLA 95/103 LOURMEL51/53;140;01/01/1939;51-53 rue de Lourmel;95-103 avenue Emile Zola;75015;PARIS;CPCU;CHF0000671;97 AVENUE EMILE ZOLA;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU N°2;X 1;ARI;ECHANGEUR DE CHALEUR VAPEUR/EAU N°2 ARI;460 kW;EQP1045898;;01/01/2018;OUI;;;Réhabilitation d'un poste de livraison de chaleur;03/10/2018;95 avenue Emile Zola;;;
116DA;;DAUMIER14;20;01/01/1964;14 rue Daumier;;75016;PARIS;Gaz;CHF0000658;DAUMIER;CHAUDIERE;CHAUDIERE;X 2;DE DIETRICH;CHAUDIERE GT 306;150;;;01/01/2001;OUI;;;rénovation de la chaufferie gaz;2022;;;;
116FC;;FAYOLLE CHANTEMESSE;100;26/07/2018;Maréchal Fayolle (avenue du ) n° 45/49;;75016;PARIS;Gaz;CHF0000780;FAYOLLE CHANTEMESSE;CHAUDIERE;CHAUDIERE N°1;X 1;ATLANTIC;CHAUDIERE N°1 VARMAX;180 kW;;;15/06/2018;OUI;;;;;;;;
116FC;;FAYOLLE CHANTEMESSE;100;26/07/2018;Maréchal Fayolle (avenue du ) n° 45/49;;75016;PARIS;Gaz;CHF0000780;FAYOLLE CHANTEMESSE;CHAUDIERE;CHAUDIERE N°2;X 1;ATLANTIC;CHAUDIERE N°2 VARMAX;180 kW;;;15/06/2018;OUI;;;;;;;;
116FD;;FELICIEN DAVID 14;53;01/03/1959;14 rue Félicien David;;75016;PARIS;Gaz;CHF0000073;14 RUE FéLICIEN DAVID;CHAUDIERE;CHAUDIERE;X 2;VIESSMAN;CHAUDIERE VITOCROSSAL 100;240;;;01/01/2017;OUI;;;Chaudière à haute performance énergétique;14/10/2016;14 RUE FELICIEN DAVID;;;
116GB;;GROS-BOULAINVILLIERS-PRE;61;22/07/1995;10/12 Gros 7/9 Boulainvilliers;Pré aux Chevaux;75016;PARIS;CPCU;CHF0000472;10 RUE GROS;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU;X 1;COLLARD ET TROLART;ECHANGEUR DE CHALEUR VAPEUR/EAU HELICOTHERM HT 125/40;250;;;01/01/2014;OUI;;;Réhabilitation d'un poste de livraison de chaleur;29/07/2015;10 rue Gros;;;
116ME;;MESNIL12;27;01/01/1960;12 rue Mesnil;;75016;PARIS;Gaz;CHF0000519;12 RUE MESNIL;CHAUDIERE;CHAUDIERE N°1;X 1;HOVAL;CHAUDIERE N°1 ULTRAGAS 150;139 kW;;;15/06/2019;OUI;;;"Isolation des toitures terrasses
Ventilation hybride hygroréglable 
Chaudière à haute performance énergétique";"22/02/2017
31/12/2016
14/10/2019";12 RUE MESNIL;;;
116ME;;MESNIL12;27;01/01/1960;12 rue Mesnil;;75016;PARIS;Gaz;CHF0000519;12 RUE MESNIL;CHAUDIERE;CHAUDIERE N°2;X 1;HOVAL;CHAUDIERE N°2 ULTRAGAS 150;139 kW;;;15/06/2019;OUI;;;"Isolation des toitures terrasses
Ventilation hybride hygroréglable 
Chaudière à haute performance énergétique";"22/02/2017
31/12/2016
14/10/2019";12 RUE MESNIL;;;
116NI;;NICOLO 62;25;08/06/2016;Nicolo (rue ) n° 62;;75016;PARIS;Gaz;CHF0000750;62 RUE NICOLO;CHAUDIERE;CHAUDIERE 1;X 1;CHAPPEE;CHAUDIERE 1 INITIAL PLUS HTE 90;85 kW;;;06/06/2016;OUI;;;;;;;;
116NI;;NICOLO 62;25;08/06/2016;Nicolo (rue ) n° 62;;75016;PARIS;Gaz;CHF0000750;62 RUE NICOLO;CHAUDIERE;CHAUDIERE 2;X 1;CHAPPEE;CHAUDIERE 2 INITIAL PLUS HTE 90;85 kW;;;06/06/2016;OUI;;;;;;;;
116NI;;NICOLO 62;25;08/06/2016;Nicolo (rue ) n° 62;;75016;PARIS;Gaz;CHF0000750;62 RUE NICOLO;ECHANGEUR DE CHALEUR EAU/EAU;échangeur ECS;X 1;ATLANTIC GUILOT;échangeur ECS RUBIS 218 DDHR;86 kW;;;PAS DE DONNEES;OUI;;;;;;;;
116PE;;POMPE 50;38;28/01/2015;Pompe (rue de la ) n° 50;;75016;PARIS;CPCU;CHF0000729;46/50 RUE DE LA POMPE;ECHANGEUR DE CHALEUR VAPEUR/EAU;échangeur vapeur CPCU;X 1;BAELZ;échangeur vapeur CPCU 106-14-45-KN;200;;;01/01/2015;OUI;;;;;;;;
116PE;;POMPE 50;38;28/01/2015;Pompe (rue de la ) n° 50;;75016;PARIS;CPCU;CHF0000729;46/50 RUE DE LA POMPE;ECHANGEUR DE CHALEUR EAU/EAU;échangeur ECS;X 1;CHAROT;échangeur ECS PX Delta 29 D;345 kW;;;02/17/2015;OUI;;;;;;;;
116PO;;POSSOZ 6;45;01/01/1965;6 Place Possoz;;75016;PARIS;Gaz;CHF0000762;6 PLACE POSSOZ;CHAUDIERE;CHAUDIERE N°1;X 1;GUILLOT;CHAUDIERE N°1 VARMAX;120/180 kW;;;15/06/2017;OUI;;;;;;;;
116PO;;POSSOZ 6;45;01/01/1965;6 Place Possoz;;75016;PARIS;Gaz;CHF0000762;6 PLACE POSSOZ;CHAUDIERE;CHAUDIERE N°2;X 1;GUILLOT;CHAUDIERE N°2 VARMAX;120/180 kW;;;15/06/2017;OUI;;;;;;;;
116PO;;POSSOZ 6;45;01/01/1965;6 Place Possoz;;75016;PARIS;Gaz;CHF0000762;6 PLACE POSSOZ;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR ECS N°1;X 1;ATLANTIC GUILLOT;ECHANGEUR ECS N°1 NAVISYSTEME 300 RU 132 D;354 kW;;;PAS DE DONNEES;OUI;;;;;;;;
116SC;;SCHEFFER7-7bis;43;01/01/1939;7-7BIS rue Scheffer;;75016;PARIS;CPCU;CHF0000672;7 RUE SCHEFFER;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU;X 1;BAELZ;ECHANGEUR DE CHALEUR VAPEUR/EAU 106;450;;;01/01/2009;OUI;;;Réhabilitation d’un poste de livraison de chaleur d’un bâtiment résidentiel;15/11/2021;7 rue Scheffer;;;
116SU;;SUCHET;176;31/10/2016;Suchet (boulevard ) n° 93/109;;75016;PARIS;CPCU;CHF0000756;GARE D'AUTEUIL;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR DE CHALEUR EAU/EAU;X 1;;ECHANGEUR DE CHALEUR EAU/EAU;716 kW;EQP1045283;;PAS DE DONNEES;OUI;OUI;;;;;;;
116SU;;SUCHET;176;31/10/2016;Suchet (boulevard ) n° 93/109;;75016;PARIS;CPCU;CHF0000756;GARE D'AUTEUIL;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR ECS;X 1;;ECHANGEUR ECS;161 kW;EQP1045283;;PAS DE DONNEES;OUI;OUI;;;;;;;
116VL;;VAN LOO 2/18-BLERIOT-VE;144;01/06/1958;2/14 rue Van Loo;;75016;PARIS;Gaz;CHF0000126;2 RUE VAN LOO;CHAUDIERE;CHAUDIERE N°1;X 1;DE DIETRICH;CHAUDIERE N°1 C610;700;;;01/01/2010;OUI;;;;;;;;
116VL;;VAN LOO 2/18-BLERIOT-VE;144;01/06/1958;2/14 rue Van Loo;;75016;PARIS;Gaz;CHF0000126;2 RUE VAN LOO;CHAUDIERE;CHAUDIERE N°2;X 1;DE DIETRICH;CHAUDIERE N°2 C310;350;;;01/01/2010;OUI;;;;;;;;
117AR;;ALBERT ROUSSEL 18/20/26;99;01/03/2004;Albert Roussel (rue ) n° 18/26;;75017;PARIS;Gaz;CHF0000516;26 A. ROUSSEL;CHAUDIERE;CHAUDIERE;X 2;GUILLOT;CHAUDIERE OPTIMAGAZ;407;;;01/01/2003;OUI;;;"Chaudière collective haute performance énergétique 
avec contrat assurant la conduite de l’installation";25/11/2021;26 rue Albert Roussel;;;
117B1;;GILBERT CESBRON 12 34;146;31/08/2015;Gilbert Cesbron (rue ) n° 12/34;;75017;PARIS;CPCU;CHF0000734;12-34 RUE GILBERT CESBRON FOYER ET LOGEMENTS;ECHANGEUR DE CHALEUR VAPEUR/EAU;CPCU CHAUFFAGE EHPAD;X 1;ALFA LAVAL;CPCU CHAUFFAGE EHPAD CB 112-38 AM;160 KW;;;01/01/2015;OUI;OUI;;;;;;;
117B1;;GILBERT CESBRON 12 34;146;31/08/2015;Gilbert Cesbron (rue ) n° 12/34;;75017;PARIS;CPCU;CHF0000734;12-34 RUE GILBERT CESBRON FOYER ET LOGEMENTS;ECHANGEUR DE CHALEUR VAPEUR/EAU;CPCU ECS EHPAD;X 1;ALFA LAVAL;CPCU ECS EHPAD;150 KW;;;01/01/2015;OUI;OUI;;;;;;;
117B1;;GILBERT CESBRON 12 34;146;31/08/2015;Gilbert Cesbron (rue ) n° 12/34;;75017;PARIS;CPCU;CHF0000734;12-34 RUE GILBERT CESBRON FOYER ET LOGEMENTS;ECHANGEUR DE CHALEUR VAPEUR/EAU;CPCU CHAUFFAGE LOGEMENTS;X 1;ALFA LAVAL;CPCU CHAUFFAGE LOGEMENTS;250 KW;;;01/01/2015;OUI;OUI;;;;;;;
117B1;;GILBERT CESBRON 12 34;146;31/08/2015;Gilbert Cesbron (rue ) n° 12/34;;75017;PARIS;CPCU;CHF0000734;12-34 RUE GILBERT CESBRON FOYER ET LOGEMENTS;ECHANGEUR DE CHALEUR VAPEUR/EAU;CPCU ECS LOGEMENTS;X 1;ALFA LAVAL;CPCU ECS LOGEMENTS;520 KW;;;01/01/2015;OUI;OUI;;;;;;;
117B5;;BOIS LE PRETRE 5;100;01/12/1961;Bois le Prêtre (boulevard du ) n° 5;;75017;PARIS;CPCU;CHF0000258;5 BD DU BOIS LEPRêTRE;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR CPCU;X 2;BAELZ;ECHANGEUR CPCU 106-42-45-FN;670;;;01/01/2010;OUI;;;;;;;;
117BE;;BESSIERES-GARNIER-PONT A;787;01/04/1933;Bessières (boulevard ) n° 24/42;;75017;PARIS;Gaz;CHF0000411;4 RUE DE PONT à MOUSSON - ESC 34;CHAUDIERE;CHAUDIERE;X 2;HYDROMOTRIX;CHAUDIERE 39000;45 kW;;;15/06/2015;OUI;;;"Isolation des toitures terrasses
Chaudière à haute performance énergétique";"17/09/2018
31/10/2018";"4 rue Fernand Pelloutier
4 rue Frédéric Brunet";;;
117C2;;CARDINET 155;20;31/10/2012;Cardinet (rue ) n° 155 A;;75017;PARIS;CPCU;CHF0000695;155 RUE CARDINET VEFA;ECHANGEUR DE CHALEUR VAPEUR/EAU;CPCU PRIMAIRE ECS;X 1;TRENTER;CPCU PRIMAIRE ECS GLD 013;200 KW;;;01/01/2012;OUI;;;;;;;;
117CB;;CAMILLE BLAISOT 1/15;201;01/12/1959;1/13 Camille Blaisot;31 Porte de Saint Ouen;75017;PARIS;CPCU;CHF0000006;1 RUE CAMILLE BLAISOT A;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU;X 2;HELICOTHERM;ECHANGEUR DE CHALEUR VAPEUR/EAU HT 125/40;400;;;01/01/2009;OUI;;;;;;;;
117CL;117CS;CLICHY 55/65;27;30/06/1997;55/65 Clichy;;75017;PARIS;CPCU;CHF0000460;65 AV DE CLICHY;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU;X 2;BAELZ;ECHANGEUR DE CHALEUR VAPEUR/EAU 106-14;250;;;01/01/2017;OUI;;;Réhabilitation d'un poste de livraison de chaleur;30/11/2017;61 avenue de Clichy;;;
117CM;;COLONEL MANHES-BERZELIUS;36;01/06/1958;65/67 rue Pouchet;;75017;PARIS;Gaz;CHF0000310;65/67 RUE POUCHET;CHAUDIERE;CHAUDIERE;X 2;DE DIETRICH;CHAUDIERE GT 306/11;121/167;;;15/06/2003;OUI;;;;;;;;
117G3;;STEPHANE GRAPPELLI 3/7;63;29/06/2004;Stéphane Grappelli (rue ) n° 3/7;;75017;PARIS;Gaz;CHF0000517;3 S. GRAPPELLI;CHAUDIERE;CHAUDIERE N°1;X 1;GUILLOT;VARMAX;180 kW;;;06/06/2020;OUI;;;;;;;;
117G3;;STEPHANE GRAPPELLI 3/7;63;29/06/2004;Stéphane Grappelli (rue ) n° 3/7;;75017;PARIS;Gaz;CHF0000517;3 S. GRAPPELLI;CHAUDIERE;CHAUDIERE N°2;X 1;GUILLOT;VARMAX;180 kW;;;06/06/2020;OUI;;;;;;;;
